Word,1st Year,Nth Year, Avg Year,Frequency,Standard Dev,Usage
,1980,2015,2004,17990,11.202916419305435,6196
maven,1982,1982,1982,6,0.0,3
bumpy,1988,2014,1997,70,6.422060194583755,28
zeit,1984,1984,1984,15,0.0,3
siree,2013,2014,2013,13,0.2773500981126146,6
treason,1997,1998,1997,40,0.9082951062292475,13
wellsecluded,2010,2010,2010,1,0.0,4
dracula,1980,2001,1998,20,6.164414002968976,8
champions,2006,2014,2007,11,2.174229226018436,21
strumming,1982,2005,1997,16,10.380269746013347,7
hollarin,2009,2009,2009,15,0.0,4
muhs,2008,2008,2008,4,0.0,4
allbloodied,1994,1994,1994,2,0.0,4
wiggling,2006,2006,2006,21,0.0,4
smashing,1987,2014,1998,45,11.31861789756643,20
stressing,1999,2014,2010,23,6.231058253340418,8
kabloom,1995,1995,1995,6,0.0,3
possibly,1982,2007,2001,238,6.795945405135317,64
answer,1980,2015,1996,1509,10.375616263923611,515
jilly,1990,1990,1990,11,0.0,3
rushing,1982,2013,1997,218,11.722322467697996,84
serenade,1983,2014,2001,55,10.902877018141922,18
3,1981,2015,2002,1814,8.801623584815257,625
2,1980,2015,2001,2863,9.346027825550397,901
1,1981,2015,2002,2175,9.185696026663024,683
0,1997,2014,2007,103,5.348985930570102,26
7,1982,2015,2001,314,8.007758976246478,119
6,1982,2015,2003,796,7.268538937878595,272
5,1980,2015,2000,1133,8.447647823572149,406
ledoux,2011,2011,2011,1,0.0,3
whiie,1986,1986,1986,12,0.0,4
4,1981,2015,2001,1316,8.593000969015158,416
payments,2012,2012,2012,3,0.0,3
9,1980,2015,1999,601,8.98491988599437,218
lifeoh,1985,1985,1985,2,0.0,4
8,1982,2014,2003,457,7.561129435274886,158
mugs,2000,2006,2002,53,2.649314614108393,11
relies,1988,1991,1989,26,1.5063966175050876,8
clouded,1993,2013,2005,54,9.458486293427875,8
disabilities,2011,2011,2011,1,0.0,3
1099s,1995,1995,1995,7,0.0,3
ests,2000,2000,2000,16,0.0,3
ignorance,1988,2013,2005,71,8.549771432576183,34
chigeumbuteo,2012,2013,2012,30,0.7302967433402214,6
bouncebouncebouncebouncebouncebouncebounce,2002,2003,2002,36,0.97182531580755,4
drawing,1980,2014,2003,82,12.714021451272396,17
esto,1991,2006,2001,38,6.857573608024466,11
relief,1980,2015,1999,154,11.184695015842077,56
estn,2006,2006,2006,19,0.0,4
zeke,2006,2006,2006,1,0.0,4
realised,1992,2015,2010,33,8.06977150365561,10
finale,2004,2013,2010,54,2.725055215206827,12
vibrations,1981,1995,1989,103,4.468878358873485,26
advised,2005,2005,2005,11,0.0,4
times,1980,2015,1997,6439,10.270060464647099,2109
timer,1997,2000,1998,30,1.224744871391589,10
swords,1989,2012,2002,40,10.5,25
timex,2003,2003,2003,8,0.0,4
f,1985,2014,2003,630,8.147840302024923,208
glazed,2006,2006,2006,16,0.0,4
reclining,1985,2014,1986,15,7.293833011524188,13
g,1980,2015,2000,1740,6.5506865482080245,566
d,1980,2015,2000,1297,7.165194723118169,418
e,1980,2015,1999,712,6.527276390551552,285
b,1983,2015,2000,1354,8.00512206780957,460
c,1980,2015,1999,548,7.577097647458695,200
a,1980,2015,1997,71662,10.422455137713612,23987
n,1980,2015,1998,1596,9.379361976045825,516
mimosa,2012,2012,2012,5,0.0,4
o,1980,2015,1997,1202,7.4245511693674615,406
sympathiy,1983,1983,1983,15,0.0,4
l,1980,2014,1999,369,8.00389471590589,141
astounded,2009,2010,2009,33,0.674199862463242,7
m,1982,2015,1998,629,6.980896029878128,195
j,1980,2015,2003,816,8.473068638743744,286
k,1991,2015,2006,242,8.232670253577039,83
eyyeahey,2013,2013,2013,14,0.0,3
h,1988,2014,2000,307,6.571084620856936,93
i,1980,2015,1997,76884,10.364927800905587,25514
bloggers,2009,2010,2009,14,0.8864052604279183,3
w,1986,2014,2001,248,7.368196698015408,66
analyze,1981,2015,1994,73,6.1599679771450155,37
v,1991,2015,2002,342,6.7700320038633,136
u,1984,2015,2001,1077,7.28457242104672,345
t,1981,2014,1997,722,7.8995599302374275,264
s,1981,2014,2000,685,6.4638240924247174,221
excape,1999,1999,1999,9,0.0,3
r,1983,2014,2000,730,7.14200386292826,204
q,1991,2014,2006,74,9.044932880392802,28
slates,2012,2012,2012,1,0.0,4
p,1988,2014,2000,921,5.731979740726574,335
este,1990,2005,2001,41,4.790743106470553,15
z,1983,2015,1996,163,8.395514431926557,47
ridinass,1996,1997,1996,8,0.9354143466934853,4
y,1983,2014,1999,598,7.696152885095854,201
braxton,2010,2010,2010,1,0.0,7
esta,1982,2014,2001,114,8.85408023693626,37
x,1982,2015,2001,584,7.764513586366935,154
ballernigger,2010,2010,2010,5,0.0,4
holster,1997,2010,2006,75,4.898979485566356,15
consumption,1997,1997,1997,6,0.0,4
numpsay,2013,2013,2013,1,0.0,3
riffraff,2004,2004,2004,4,0.0,3
dames,1992,2011,1994,70,3.1304951684997055,21
whiff,1982,2011,1994,48,9.785192895390463,24
michaels,1993,1993,1993,7,0.0,3
beatup,1985,1985,1985,4,0.0,3
estimated,1991,1991,1991,8,0.0,4
eeeiii,2013,2013,2013,3,0.0,3
affectionate,1996,2001,1998,32,2.6100766272276377,7
timin,1980,1980,1980,2,0.0,6
dozens,1981,2005,1993,30,12.0,8
honkytonks,2011,2011,2011,18,0.0,3
much,1980,2015,1997,13775,10.154201297627523,4680
vibin,2001,2011,2009,48,1.9039432764659772,14
miscellaneous,1981,2008,1990,110,7.810831640042622,43
column,1980,2005,1997,32,10.158124826955023,10
fewer,1983,2014,1985,17,7.235533233734096,12
dilzzouble,1981,1981,1981,11,0.0,6
whied,1999,1999,1999,10,0.0,3
update,2001,2015,2009,42,6.408699444616557,7
espn,2004,2010,2006,50,3.095157508108432,9
hmmmmm,1998,1998,1998,22,0.0,6
suspicions,1983,1984,1983,15,0.5163977794943222,14
smolders,2009,2009,2009,5,0.0,4
yaaah,1982,1982,1982,2,0.0,4
jalopy,1995,1995,1995,6,0.0,3
possible,1980,2013,1998,210,9.142522315297583,99
nuuuuummmbbb,2004,2005,2004,15,0.9660917830792959,4
spends,1982,2011,1997,120,7.3914364864573745,43
hipster,2013,2014,2013,20,0.7416198487095663,7
helld,2003,2004,2003,43,0.8490761052804039,4
hella,1994,2015,2010,338,5.495829510804927,122
insurgency,2009,2009,2009,9,0.0,4
injection,1987,2013,1996,41,9.032461782573925,14
vaco,2000,2014,2008,40,6.870225614927067,6
brittle,1992,1993,1992,13,0.6793662204867574,4
shadows,1980,2015,1993,981,10.108282249253879,359
hello,1980,2015,1999,1234,10.501292657946658,396
siren,1984,2011,2000,44,11.658980151875129,15
convoy,1993,1993,1993,7,0.0,3
which,1980,2014,1997,1192,8.95776817841671,466
hells,1990,2012,2010,38,3.4259074863841783,14
vaca,2010,2014,2013,28,1.4638501094227998,7
whirl,1980,2012,1992,109,11.40698321446323,29
suspicious,1988,2007,1998,60,7.434155410446211,27
medallions,1993,2012,1995,7,6.6868741362676865,11
risqu,1984,1984,1984,3,0.0,4
jacky,1982,1982,1982,18,0.0,4
cycling,1985,1985,1985,1,0.0,3
decomposable,2011,2012,2011,18,0.7453559924999299,4
souvenir,1998,2014,2001,5,6.4031242374328485,7
jacks,1982,2008,2000,103,7.847453362196214,27
exjunky,1982,1982,1982,5,0.0,4
thoroughbreds,2003,2003,2003,7,0.0,4
